headline,label,label_name,source
"Porsche is going all in on electric vehicles, but the legendary 911 will be the last of the brand’s lineup to make… https://t.co/yLO2JlqVp6",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"ProAmpac Awarded ISO Certifications in Cincinnati and Suffolk, Va. Facilities",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Procter & Gamble looks to get well in healthcare,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Profiles in Quality: Beef Marketing Group #Wendys #Stock #MarketScreener https://t.co/t9sARAvDwC https://t.co/nQpHpouz8o,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
PSA trade unions give the nod to merger with Fiat,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"Q&A: Geoff McHale, VP, Data Client Partnerships #QuotientTechnology #Stock #MarketScreener https://t.co/kdb8g3Ri6O https://t.co/Djio99jAe1",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Qualcomm CEO Says 5G 'Is a Big Deal For Us',1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
REGO Restaurant Group Inks 20-store Development Deal for Quiznos Expansion into Latin America,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Renault : New Espace illustrated press kit #Renault #Stock #MarketScreener https://t.co/JCISUSGwbo https://t.co/M9sEsCHSvO,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Replacing Pratt engines in IndiGo fleet by end of January a challenge: CEO,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Respimat® re-usable inhaler wins 2020 Pharmapack Eco-Design Award,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Restaurant Brands International : Burger King says it never promised Impossible Whoppers w...… https://t.co/lglPK2jij4,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Riviera Resources Announces Cash Distribution of $4.25 Per Share; Closes the Sale of Remaining Hugoton Properties;… https://t.co/6JZLBg3EfZ,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Rocket Lab passes key milestone in quest to recover and reuse rockets like SpaceX https://t.co/3lZ0V5SJjV,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Rolls-Royce touts nuclear reactors as the most effective way of powering the production of carbon-neutral synthetic… https://t.co/dV4owYaY0v,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Royal Caribbean said few potential cruisers are asking about the coronavirus https://t.co/5DBeyXErMX,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Samenvatting: Daisy wint AI Company of the Year bij de Canadese FinTech & AI Awards,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Schroders : Form 8.3 -  #Schroders #Stock #MarketScreener https://t.co/j8cE9ai6TU https://t.co/XOYpvouz9E,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Season Pacific : ANNOUNCEMENT OF INTERIM RESULTS FOR THE SIX MONTHS ENDED 30 SEPTEMBER 2019 #SeasonPacific #Stock… https://t.co/c97pSCIfIB,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Seazen : CONTINUING CONNECTED TRANSACTIONS 2020 SERVICES FRAMEWORK AGREEMENT #Seazen #Stock #MarketScreener… https://t.co/61yitLx18a,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Semafo to restart mining at its Boungou in Q4; provides 2020 outlook,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
SHAREHOLDER UPDATE: Airtrona International Executes LOI With Canadian Based Medical Device Company.,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Shutterstock launches unlimited Music plan,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
SIFCO Industries : 11-22-2019 SIFCO Orange Fire Update #SIFCOIndustries #Stock #MarketScreener… https://t.co/bUNAvojUs2,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Simon Property Group Is Preparing Its Balance Sheet for Armageddon,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
SKYCITY Entertainment : NOTICE OF ON-MARKET SHARE BUY BACK #SKYCITY #Stock #MarketScreener https://t.co/PYHdNhcr3k https://t.co/5J1DH6NFBI,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"So WeWork is hoping to transform into IWG which has double the revenue, 5x the members, 10x the city exposure, more… https://t.co/4Mkvur6vxJ",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"Sorrento Therapeutics, Inc. Received and Rejected Unsolicited All Cash Acquisition Proposal  https://t.co/3qcx6CAeCD",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Southwest Airlines Pushes Back Schedule For 737 MAX Until April,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Sports Direct International : Notice of General Meeting #SportsDirectInternational #Stock #MarketScreener… https://t.co/3fhuqDnFQD,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Standard Cognition Partners with Mars Wrigley to Help Retailers Optimize Impulse Item Sales in Autonomous Checkout… https://t.co/vWZz4yXeU3,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Statement Regarding Agency Mortgage-Backed Securities Small Value Coupon Swap Exercise Results → https://t.co/pX7DhorLFL,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Strike Resources : Pause in Trading #StrikeResources #Stock #MarketScreener https://t.co/YQIpscfvjm https://t.co/lw25uJ3hGn,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"Struggling British luxury carmaker Aston Martin aims to rustle up a $650 million capital boost, led by Canadian bil... https://t.co/tpgeI6vmuo",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"Sysco : Lends a Hand to the Houston Food Bank Through Financial Support, Product Donations... #Sysco #Stock… https://t.co/SMmj7Q7fUe",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Tencent : ADOPTION OF RESTRICTED SHARE AWARD SCHEME #Tencent #Stock #MarketScreener https://t.co/W6zh5JYStc https://t.co/QuP4GAWkRu,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Tesla fans in China can now take a test drive in a Model 3 made in Shanghai https://t.co/HJbMCXnViG,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Tesla will top biggest battery record,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"Tesla's truck, a Mustang SUV, a 304-mph Bugatti, and 11 other standouts from a wild week at the L.A. Auto Show https://t.co/EB1T7AOGMv",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
The Aliera Companies Holds Holiday Drive to Support Toys for Tots,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
The latest marker of Chinese interest in African fintech is a $120 million funding round for OPay,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
This sustainable fund already doesn't invest in fossil fuels. Now it wants all portfolio companies to align with th... https://t.co/vcxPmt4JUL,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
This Tiny Crypto Startup Has Lessons for Libra’s ‘Unbanked’ Dreams,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
TikTok exploring distancing itself from China roots - WSJ,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
TikTok takes on Facebook in US advertising push https://t.co/xvVfQHl8Uj,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
T-Mobile moves not enough to address concerns - New York AG,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Total : Details Plans to Develop Waha Concessions in Libya #Total #Stock #MarketScreener https://t.co/tpVWTyuD5K https://t.co/wf7QAN9arD,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Total Halts Production at Normandy Refinery After Fire,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
TriStar Gold : Working with GoldSpot Discoveries at CDS and Announces Brokered Private Pla... #TriStarGold #economy… https://t.co/SY3soXR2Qq,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Troy Income & Growth Trust : Publication of Suppl.Prospcts  #Stock #MarketScreener https://t.co/6rYHq9nvYb https://t.co/0jjvKVppPI,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Two of three SandRidge royalty trusts lose NYSE listing,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"U.S. Congress seeks answers on patient privacy in Google, Ascension cloud deal",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
UAE says Emirates pilots did not monitor settings in 2016 crash,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Uber Declares an End to Growth at All Costs,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"Uber is adding video and audio recording for more trips to make the service safer, but the move has triggered priva… https://t.co/C9jUnjSvzE",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Uber's arrival caused binge drinking to increase up to 21.8% and a possible decrease in drunk driving. Here's a lo… https://t.co/4h7tuhLp1B,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
United Airlines' next CEO a 'details guy' who will have labor contracts and the 737 Max on his plate https://t.co/FQ54xaqF6L,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
UPDATE 1-BT will maintain ties with skills group if it drops Prince Andrew as patron,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
UPDATE 1-Italian airline Alitalia's rescue in doubt as Atlantia backtracks,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
UPDATE 1-LivaNova to scrap mitral heart valve device as part of restructuring,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
UPDATE 2-Crunch talks lead to Emirates order for 30 Boeing Dreamliners,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
UPDATE 2-Thousands of CN Rail workers hold first strike in a decade,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
VGI Partners Global Investments : Change of Director's Interest Notice-Robert Luciano #VGI #Stock #MarketScreener… https://t.co/RdC3f43HPU,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Volkswagen talks up next-gen EV wagon,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"VTEX, an e-commerce platform used by Walmart, raises $140M led by SoftBank's LatAm fund https://t.co/UJ2s2wUYPD via… https://t.co/sATiJD3uQM",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Wagners : Boral Cement Supply Agreement Update #Wagners #Stock #MarketScreener https://t.co/LFuHxWqfMI https://t.co/KjVa1a4bT7,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Walgreens Boots Alliance and McKesson team up in Germany,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Walmart looks to get past dog days of in-house grocery delivery,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Warren Buffett's Berkshire bets on a heavily shorted stock https://t.co/KGSTAcOHTL,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"WATCH: Unilever, Henkel and as well as some buyout funds could be in the market for some of Coty's brands in a deal… https://t.co/VZFaz5oTOn",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"WATCH: Unilever, Henkel as well as buyout funds including Advent and Cinven are exploring bids for some of Coty’s t… https://t.co/wc4unz3izM",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Wells Fargo offers real-time payments on RTP network,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
WeWork’s chairman outlined a 5-year turnaround plan at a meeting with employees Friday and introduced new additions… https://t.co/m0CqE1LsIx,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
What Top Shareholders Said in Run Up to Credit Suisse CEO Ouster,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Will 2020 Finally Be the Year AR and VR Matter for Facebook?,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Will Second-Hand Sales Add Value to Nordstrom?,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
WRAPUP-Airbus dominates second day of Dubai show as Boeing wins MAX order,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
WuXi AppTec : 1) ADJUSTMENTS TO THE NUMBER OF THE INCENTIVE PARTICIPANTS AND NUMBER OF RES... #Stock… https://t.co/piw3RrVBvr,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Zijin Mining : Announcement in Relation to Listing of A Shares Issued under the Public Iss... #ZijinMining #Stock… https://t.co/GJHpHm4moY,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Zoono : Response to ASX Price Query #Zoono #Stock #MarketScreener https://t.co/vGfeMDtA3E https://t.co/62mQHJC6x2,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"A fire broke out overnight at Exxon's Baton Rouge oil refinery in Louisiana, halting production at the fifth-bigges… https://t.co/fo5UTOUNMB",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Hackers Breach Ring Home Security Cameras,0,negative,zeroshot/twitter-financial-news-sentiment (MIT)
"Press release: cyber attack - update January 31, 2020 #Picanol #Stock #MarketScreener https://t.co/AXwQmrRC3G https://t.co/e4KSKzdmA9",0,negative,zeroshot/twitter-financial-news-sentiment (MIT)
T-Mobile said a hacker gained access to limited information contained in prepaid accounts https://t.co/Ui6KpaVAmj,0,negative,zeroshot/twitter-financial-news-sentiment (MIT)
Did the Russians hack WIRP?,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
10Y Yield LOD 1.7620%,0,negative,zeroshot/twitter-financial-news-sentiment (MIT)
30-year Treasury yield plumbs key 2% support level https://t.co/g1AUTKwOCb,0,negative,zeroshot/twitter-financial-news-sentiment (MIT)
$BONDX: Overnight Treasury Market Summary https://t.co/5J3iMVcpJL,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
$COLL - Collegium launches convertible debt offering https://t.co/TlHbqpmywE,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
$ITHUF - iAnthus Defaults On Debt: What Comes Next?. https://t.co/3Tb0wenS3x #investing #economy #finance,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
$RILY - B. Riley offers $50M of senior notes https://t.co/p8Kqe6nSTR,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
$UNIT - Uniti closes $2.25B in refinancing https://t.co/NxKtfwbaZa,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
$WBA - Walgreens sets $500M revolving credit line https://t.co/jsiWkSKB7P,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
$WDAY - Workday enters new credit facility https://t.co/XBMCTYEJRi,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
10-year yield at 1.632%; 2-year yield at 1.450%; 30-year yield at 2.088%,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
8x8 -2.9% on $75M convertible note issue,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"A group of investors agreed to a tentative plan to reduce Puerto Rico's debt by about 40%, a key hurdle in its reco… https://t.co/KZK55OaEmp",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Archrock prices $500M of senior notes,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
AT&T takes on $5.5 billion loan to boost 'financial flexibility' https://t.co/ENTHbld55o https://t.co/BsoQHzpzao,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
B. Riley offers $50M of senior notes,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
B. Riley prices upsized $115M offering of notes,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Chefs' Warehouse floats new debt,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"China is planning a record sale of sovereign bonds in dollars, with a potential $6 billion offering https://t.co/zWNMQ4mXNb",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
China lines up record-breaking dollar bond https://t.co/XqtVhZcmWm,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
China’s $1.5 Trillion Pile of Bad Debt Lures Foreign Funds,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"CLARIDA: DON'T THINK YIELD CURVE REFLECTS U.S. SITUATION

Yes, well, thanks to the Fed nothing reflects anything anymore",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Comcast redeeming all $1B in 2047 senior notes,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"EasyJet requests draw down of $500 million credit facility, explores more funding https://t.co/ZQZlGMNBJS https://t.co/09iTvOg2Av",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Gates to offer $568M of senior notes,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Kaiser Aluminum offers $500M senior notes due 2028,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
LabCorp prices $1.05B debt offering,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Landsbankinn hf.: Supplement to the base prospectus for covered bond programme #Stock #MarketScreener… https://t.co/5TUTVnGSFd,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Match Group announces $500M senior notes offering,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Nasdaq prices 600M senior notes offering,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
New York Sports Clubs Owner Plans Debt Extension With Sweetener,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"Nigeria won't seek a suspension of interest payments from its Eurobond bondholders, but will seek debt relief from… https://t.co/Bh7HUUF4kO",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Piraeus Port Authority (ATH:PPA) Seems To Use Debt Rather Sparingly,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"Qatar began marketing U.S. dollar-denominated bonds, the first Persian Gulf state to tap the debt markets since the… https://t.co/UknSZl5wZv",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"Repsol SA is the latest oil major to head to Europe's debt market for fresh financing, with other large borrowers p… https://t.co/oJrYVdaGNY",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"Spanish companies, households snap up state-backed emergency credit  #Stock #MarketScreener https://t.co/o9iBDZEijE https://t.co/FQyY8WaORo",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"Telenet : issues a new 6.2-year Ã‚â‚¬510.0 million revolving credit facility, further strength... #Telenet #Stock… https://t.co/6u4or9Yn9H",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"The bond market is looking 'overbought' even in the context of coronavirus fears, analysts say https://t.co/ALSVRYK0bD",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"Two key regulators are holding off on easing Wall Street debt limits, leaving billions of dollars locked up that co… https://t.co/YvDDlEcmh2",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Vereit files for senior notes offering,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"VF : to Draw Down $1 Billion From Credit Facility, Cuts CEO's Pay by 50% #VF #Stock #MarketScreener… https://t.co/ZWMiFpYcfy",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
White House considering U.S. Treasury coronavirus bond: Kudlow #economy #MarketScreener https://t.co/qti2hB0N8z https://t.co/LT6g2sGH51,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Yields head lower despite strong economic numbers,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Democrats push for the Fed to buy low-rated municipal debt to ease the virus strain on state and local governments https://t.co/rFJqDxUqZM,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Euro zone to consider credit line from bailout fund to fight coronavirus https://t.co/aHTraPoyIK https://t.co/Rra8KyLRGy,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
$BEVFF - Diversified Royalty cuts dividend by ~14% https://t.co/O7QVe3IbbN,0,negative,zeroshot/twitter-financial-news-sentiment (MIT)
"$CAE: CAE temporarily suspends dividend and share repurchase plan; lays off 2,600 of its 10,500 employees; to... https://t.co/8PObDJoSCb",0,negative,zeroshot/twitter-financial-news-sentiment (MIT)
Boeing supplier Spirit cuts dividend due to 737 MAX crisis,0,negative,zeroshot/twitter-financial-news-sentiment (MIT)
$JKHY: Jack Henry increases quarterly dividend to $0.43/share from $0.40/share https://t.co/qKWFqFJW2n,2,positive,zeroshot/twitter-financial-news-sentiment (MIT)
"AT&T to raise quarterly dividend by 2% to 52 cents a share, retire $100 million of stock in Q1",2,positive,zeroshot/twitter-financial-news-sentiment (MIT)
International Bancshares Corporation's (NASDAQ:IBOC) 2.6% Dividend Yield Looks Pretty Interesting,2,positive,zeroshot/twitter-financial-news-sentiment (MIT)
Suncor's dividend boost reassures analysts amid weak Q4,2,positive,zeroshot/twitter-financial-news-sentiment (MIT)
$ATGFF - AltaGas declares CAD 0.08 dividend https://t.co/kw9EvOcgYY,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
$BANC - Banc of California declares $0.06 dividend https://t.co/T4PbSBACvo,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
$BOTJ - Bank of the James Financial Group declares $0.04 dividend https://t.co/aHMeRZPJNk,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
$ELY - Callaway Golf declares $0.01 dividend https://t.co/EnRdwwSBCR,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
$ERC - Wells Fargo Multi-Sector Income Fund declares $0.09888 dividend https://t.co/7AP9iYwPSF,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
$ES - Eversource Energy declares $0.535 dividend https://t.co/hgU90swNYW,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
$JPM - JPMorgan Chase declares $0.90 dividend https://t.co/NGBRqyTMUq,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
$STE - Steris declares $0.37 dividend https://t.co/VkiswVp82t,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
$SWZ - Swiss Helvetia Fund declares $0.1404 dividend https://t.co/Aoc3efzp2w,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Alaris Royalty declares CAD 0.1375 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
BankFinancial goes ex-dividend tomorrow,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Beach Energy declares AUD 1.00 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Boyd Gaming declares $0.07 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Chorus Aviation declares CAD 0.04 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Contact Energy declares NZ$0.16 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Contango Income Generator : September 2019 Quarter Dividend #ContangoIncomeGenerator #Stock #MarketScreener… https://t.co/OU5Rh5rlLB,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Dicker Data : Update - Dividend/Distribution - DDR #DickerData #Stock #MarketScreener https://t.co/xihVE978uQ https://t.co/VxJWQ2nvtH,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"Digital Realty Trust, Inc. 5.2% PFD SER L declares $0.2925 dividend",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
"Digital Realty Trust, Inc. 6.35% PFD I CUM declares $0.396875 dividend",1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Equinor declares $0.27 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Franklin Universal Trust declares $0.032 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
GasLog Partners declares $0.561 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Inter Pipeline declares CAD 0.1425 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
INVESCO Perpetual UK Smaller Investment Trust : Dividend Declaration  #Stock #MarketScreener https://t.co/ImzY3UWZed https://t.co/xPxZGkhcdl,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Nexus REIT declares CAD 0.0133 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Northern Star Resources : Appendix 3A.1 &ndash; Notification of Dividend #NorthernStarResources #Stock… https://t.co/1VwT4eGaXs,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Northfield Bancorp goes ex-dividend tomorrow,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Nuveen Pennsylvania Municipal Value Fund declares $0.038 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
NXP Semiconductors declares $0.375 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
OneMain Holdings declares $0.33 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
PennyMac Mortgage Investment Trust CUM RED PFD B declares $0.50 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
PennyMac Mortgage Investment Trust PFD SER A declares $0.5078 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Primerica goes ex-dividend tomorrow,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
QIWI plc declares $0.28 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
SB One Bancorp goes ex-dividend on Monday,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Schlumberger goes ex-dividend tomorrow,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Southwest Airlines declares $0.18 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Superior Plus Announces February 2020 Cash Dividend and Upcoming Events,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Sylogist declares CAD 0.10 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Tekla Healthcare Opportunities Fund declares $0.1125 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Tekla World Healthcare Fund declares $0.1167 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Vishay Intertechnology declares $0.095 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
WPT Industrial REIT declares $0.0633 dividend,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
WVS Financial goes ex-dividend tomorrow,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
Dish TV India Limited Just Missed Earnings With A Surprise Loss - Here Are Analysts Latest Forecasts,0,negative,zeroshot/twitter-financial-news-sentiment (MIT)
Legacy Housing Corporation Earnings Missed Analyst Estimates: Here's What Analysts Are Forecasting Now,0,negative,zeroshot/twitter-financial-news-sentiment (MIT)
Playtech warns it will miss earnings expectations https://t.co/Zsz2VKkcrc,0,negative,zeroshot/twitter-financial-news-sentiment (MIT)
Was Five Star Senior Living Inc.'s (NASDAQ:FVE) Earnings Decline Part Of A Broader Industry Downturn?,0,negative,zeroshot/twitter-financial-news-sentiment (MIT)
Why Home Depot Stumbled on Earnings,0,negative,zeroshot/twitter-financial-news-sentiment (MIT)
"$NVDA - After Intel And AMD, Nvidia Q4 Earnings Release Most Likely Beats. https://t.co/e87ZEOd1Z8 #business #stockmarket #markets",2,positive,zeroshot/twitter-financial-news-sentiment (MIT)
Adobe Hits New Highs on Earnings - Here’s What the Charts Say - TheStreet,2,positive,zeroshot/twitter-financial-news-sentiment (MIT)
Amazon rejoins $1tn club on back of blockbuster earnings https://t.co/a3rPNz6Xsn,2,positive,zeroshot/twitter-financial-news-sentiment (MIT)
Cineplex Inc. Just Beat Earnings Expectations: Here's What Analysts Think Will Happen Next,2,positive,zeroshot/twitter-financial-news-sentiment (MIT)
"CrowdStrike strikes gain with another blow out report (CRWD)                   
https://t.co/GtK5LmJbfX $CRWD",2,positive,zeroshot/twitter-financial-news-sentiment (MIT)
Pharma ETFs Gain on Healthy Q4 Earnings,2,positive,zeroshot/twitter-financial-news-sentiment (MIT)
Sonos Sounds Good After Earnings Beat,2,positive,zeroshot/twitter-financial-news-sentiment (MIT)
Why Pinterest Earnings Were So Inspiring,2,positive,zeroshot/twitter-financial-news-sentiment (MIT)
$AIZ - Assurant Q4 2019 Earnings Preview https://t.co/RbjIk0NRk8,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
$AMBA - Ambarella Q3 2020 Earnings Preview https://t.co/NR63jlJVHm,1,neutral,zeroshot/twitter-financial-news-sentiment (MIT)
