sentence,label
net sales grew in the period to x20ac 402 million $ 585us million from x20ac 401 million in 2006 .,2
"the firm s services include copying , printing , cad-modelling , digital printing , scanning , sokopro project bank and courier services .",1
cramo slipped to a pretax loss of eur 6.7 million from a pretax profit of eur 58.9 million .,0
"jan. 6 -- ford is struggling in the face of slowing truck and suv sales and a surfeit of up-to-date , gotta-have cars .",0
"treatment products in usa , canada , mexico , australia and brazil today , global research  data services is going to publish several market analyses about the markets for water treatment products in some selected countries .",1
neste oil corporation refining operation asset summary report summary neste oil corporation refining operation assets summary report is an essential source for company data and information .,1
operating profit fell from eur 7.9 mn in the second quarter of 2005 to eur 5.1 mn in the second quarter of 2006 .,0
"in the first nine months of 2010 , the company s net loss narrowed to eur 415,000 from eur 7.4 million for the corresponding period of 2009 .",2
an audio webcast will be available live and archived on cerner s web site at www.cerner.com .,1
"okhta center area is expected to have about 700,000 square metres of office premises by 2016 .",1
"the order consists of outsourced application management , support and planning for tecnotree and third-party applications .",1
our aim is to understand different traffic patterns based on the use of each building .,1
the value of the order is eur 2.5 mn .,1
"according to pkc , the acquisition would bring a significant addition to pkc s customer base .",2
it therefore seems that finnish shipping company viking line will get the subsidy it needs to order its new lng-fuelled vessel .,2
"commission income decreased to eur 3.8 mn , compared to eur 4.6 mn in the third quarter of 2007 .",0
"the company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in finnish engineering group wartsila .",2
the original contract was signed last summer .,1
the identity of the buyer is not yet known .,1
"componenta has production lines for similar-sized products at karkkila in finland , at weert in the netherlands and at orhangazi in turkey , and these had a combined output of approximately 100,000 tonnes and net sales of eur 135 million in 2007 .",1
finnish raute precision that supplies weighing and dosing systems and plants is changing its name to lahti precision .,1
"with this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to renesas electronics corporation .",1
"external net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between ilkka-yhtyma s printing house i-print oy and sector player hss media ab in december 2009 and the fall in printing prices .",0
"the above mentioned shareholders will suggest that a monthly salary of eur 1,400 would be paid for the board members outside the company .",1
"digia will also set up two subsidiaries , digia norway as and digia usa inc. .",1
finnish bank of +àland reports its operating profit fell to eur 4.9 mn in the third quarter of 2007 from eur 5.6 mn in the third quarter of 2006 .,0
"the parties have agreed not to disclose the price of the deal , the group said in a press release .",1
"featuring the s60 user interface , this 135-gram model also comes with a 2.4-inch quarter vga display and 100 megabytes of internal memory , expandable through the micro secure digital slot .",1
"a meeting for the media and analysts will be held on the same day at 1030 a.m. at stonesoft headquarters in helsinki , italahdenkatu 22 a. the interim report will be presented by stonesoft s ceo ilkka hiidenheimo .",1
ponsse will divide its sales and maintenance service network into six geographical areas .,1
operating profit rose to eur2 .4 m from eur1 .6 m year earlier .,2
the company s model is based on developer contracting construction projects and customer focused project management .,1
sunrise resources operates in russian near-shore development markets through its wholly-owned russian subsidiary and has 80 % of its personnel in russia .,1
"glaston s share gla1v is listed on the nasdaq omx helsinki , mid cap list .",1
"manavigator-september 7 , 2010-kemira unveils indian jv with ivrcl finnish chemicals group kemira  hel  kra1v  on tuesday announced it has inked a deal to form a joint venture in india with local construction firm ivrcl infrastructure and projects ltd  bom 530773  .",2
the ship unloader is totally enclosed along the entire conveying line to the storage facilities .,1
the growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 .,2
"october-december sales were 302 mln eur , or a 25.3 pct increase year on year .",2
"the rme from telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .",1
"finnish kemira s net sales eur decreased to eur 1,259.6 mn in january-june 2009 from eur 1,425.1 mn in january-june 2008 .",0
the measures taken will cause one-time costs during the final part of 2006 .,1
"trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in helsinki tomorrow .",1
almost the entire office building will be occupied by metso .,1
"profit before taxes amounted to eur 56.5 mn , down from eur 232.9 mn a year ago .",0
"the polish business employs about 1,000 people , and it had net sales of about eur 70mn in 2007 .",1
jon risfelt is 49 years old holds a master of science in chemical engineering from the swedish royal institute of technology .,1
"- the group - s sales during the period were eur 31.6 million eur 36.6 million , 1-62007 and profit before taxes was eur 0.2 1.3 million .",1
21 october 2010 - finnish fishing tackle company rapala vmc corp  hel  rap1v  said today its net profit rose to eur18 .9 m for the first nine months of 2010 from eur15 .1 m for the same period a year earlier .,2
the combined value of the orders is almost eur 3mn .,1
"they can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",1
exel is headquartered in mantyharju in finland .,1
"products include consumer electronics devices such as mobile phones and their accessories , set-top boxes , flat panel tvs as well as system solutions products such as infrastructure systems , modules and other industrial segment products .",1
the company did not disclose the price of the acquisition .,1
operating profit rose to eur 103.4 mn from eur 23.2 in the corresponding period in 2006 .,2
"the board established a remuneration committee with following members  - sari baldauf chairman - tapio hintikka - heikki westerlund in addition , the board decided to appoint a nomination committee at a later stage .",1
lemmink+ñinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,1
"finnish energy company fortum oyj said on november 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power chp plant in vartan harbor in eastern stockholm .",2
"however , sales returned to growth in april-june 2010 , ceo pekka eloholma said .",2
turnover rose to eur21m from eur17m .,2
"based on the 2005 calendar year the combined company had eur15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees .",1
mr. kari stadigh will carry on as chairman of the board and mr. matti arteva as vice-chairman .,1
"investors will continue being interested in the company s share although it is not quite cheap , affarsvarlden said .",2
the plant is expected to start production in the first half of 2007 .,1
odell has not contacted the state of finland in this issue .,1
"mika stahlberg , vp f-secure labs , said ,  we are excited and proud that f-secure has been recognized by av-comparatives as the product of the year .",2
the original patent was filed in finland under application no. .,1
operating income rose to eur 696.4 mn from eur 600.3 mn in 2009 .,2
"itg s share in the deal is estimated at some 500,000 euro $ 627,000 .",1
"pre-tax profit totaled eur 397.4 mn , up from eur 164.7 mn .",2
in july it and quadriga capital sold their lewa gmbh pump-making business to japan s nikkiso co. .,1
"finnish shipping company finnlines  pretax loss totalled eur 6.5 mn in the third quarter of 2009 , compared to a profit of eur 0.3 mn in the third quarter of 2008 .",0
device volume in the area decreased by 21 % to 2.7 mn units .,0
"in his current position , manty has worked since 1996 .",1
total operating revenue grew by 27.6 % year-on-year to eur61m .,2
"participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door altima .",1
"operating profit totalled eur 30.2 mn , down from eur 43.8 mn a year earlier .",0
"tietoenator was down 1.13 pct to 18.38 , extending recent lows after last week s second-quarter report , dealers said .",0
"the share capital of alma media corporation business id 1944757-4is eur 45,031,513.80 and it is divided into 75,052,523 shares .",1
"adp news - feb 13 , 2009 - finnish retailer kesko oyj hel  kesbv said today its total sales , excluding value added tax vat , stood at eur 661.3 million usd 853.1 m in january 2009 , down 15.2 % year-on-yea",0
"operating loss totaled eur 0.8 mn , compared to a profit of eur 0.5 mn .",0
"the company s plant in russia will continue to make tyres for its near markets , while the plant in nokia in finland will manufacture tyres for other markets .",1
the share of the share capital of both above mentioned shareholders remains below 5 % .,1
finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .,1
"when dialing in , the participants should quote 877417 as conference id .",1
its market share widened to 48.51 percent from 48.31 percent a year earlier .,2
"fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of eur5 million a year by consolidating certain parts of the housewares division where the two compete .",2
"the 3c expo is a signature show in dongguan , which is supported by the dongguan municipal government every year , featuring computer accessories , software , communication and network products .",1
earnings per share eps amounted to eur0 .01 .,1
payment of shares shall be effected on subscription .,1
the acquisition sum has not been disclosed .,1
"in 2006 , 452 million tonnes co2 of eua  eu allowance  emissions credit in eu  was traded with an underlying market value approx .",1
connectivity services include outsourced scan and capture which transfers paper invoices into electronic format and basware business transactions service enables the customer to receive and send invoices in an electronic format .,1
mr skogster currently serves as the manager responsible for abb oy s system modules for low voltage drives .,1
danske bank is denmark s largest bank with 3.5 million customers .,1
"at the beginning of the subscription period on may 2 , 2006 the share subscription price under b option right is eur 10.22 per share .",1
operating profit fell to eur 6.2 mn from eur 8.5 mn in the third quarter of 2007 .,0
"the helsinki-based company , which also owns the salomon , atomic and suunto brands , said net profit rose 15 percent in the three months through dec. 31 to  x20ac  47 million  $ 61us million  , from  x20ac  40.8 million a year earlier .",2
short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,1
"capman has six investment areas capman buyout , capman technology , capman life science , capman russia , capman public market and capman real estate , and each of them has a dedicated team and funds .",1
"we succeeded in increasing our market share of sold apartment  , comments mr kari kauniskangas , head of yit international construction services .",2
"publishing sweden s operating loss was eur 1.1 mn in q1 of 2009 , compared to a profit of eur 0.6 mn a year ago .",0
exports grew 16.5 percent to 19.1 million liters .,2
the company reported today an operating loss of eur0 .1 m on net sales of eur4 .5 m for the first quarter 2008 .,0
"eqt has completed its exit from salcomp , a finnish company that makes mobile phone chargers , by selling its remaining stake to swedish investment group nordstjernan for about  euro  35 million  $ 47 million  .",1
"operating profit totalled eur 1.22 mn , down from eur 3.56 mn in the first quarter of 2008 .",0
"however , the company saw its net profit for the third quarter down to eur 1.4 million from eur 1.5 million for the corresponding period of 2009 .",0
"in the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",1
what we think,1
the ongoing project where tekla structures is being used is the vashi exhibition centre being developed by insteel engineers pvt ltd-iivrcl infrastructures  projects ltd  cidco .,1
"samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",0
"sdm offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .",1
it is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,1
at capman haavisto will be responsible for group finances and accounting and it .,1
"these include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics .",1
finnish outokumpu technology has been awarded several new grinding technology contracts .,2
"the total investment necessary will be eur40m , the company estimated .",1
"efficiency improvement measures 20 january 2010 - finnish stationery and gift retailer tiimari hel  tii1v said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",2
"the market making in accordance with the agreement will begin on september 24 , 2009 .",1
"paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of may 31 , 2009 .",1
"finnish kemira group s ceo , lasse kurkilahti , says the group s structural reorganisation will continue for at least a year .",1
"progress group , qpr s representative in saudi arabia and north africa , has signed a framework agreement for a long term strategic relationship with ise .",2
"the group intends to relocate warehouse and office space in loudeac and saint marcel to morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",1
the properties were purchased from swedish private equity real estate firm niam and goldman sachs  whitehall street real estate funds .,1
finnlines has six ships under construction in china with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,1
"the disposal of autotank will also strengthen aspo s capital structure ,  commented gustav nyberg , ceo of aspo .",2
abn  59 087 901 620 now represent 5.10 % of the voting rights and share capital of citycon oyj .,1
"previously , grimaldi held a 46.43 pct stake in the finnish company following the takeover bid launched in november 2006 .",1
the contract has been allotted as per lowest price criteria .,1
"operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .",0
first quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,2
23 april 2010 - finnish construction and engineering company outotec oyj hel  ote1v said today it slipped to a net loss of eur7 .3 m in the first quarter of 2010 from a net profit of eur12 .5 m in the corresponding period last year .,0
operating result including non-recurring items rose to eur 146mn from a loss of eur 267mn in 2009 .,2
in 2007 etteplan reported a turnover of eur125 .2 m.,1
"construction work on the helsinki music centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",1
"in middle east  north africa , tecnotree has grown considerably in the recent years .",2
satama and trainers  house will remain as names and independent brands of the business areas .,1
"fl group s private equity division manages all operating companies , including icelandair group , fl travel group , bluebird and sterling .",1
halonen s office acknowledged receiving the letter but declined comment .,1
"nordstjernan will make the offer in approximately one month , in september 2007 .",1
"finnish software developer basware oyj said on november 30 , 2006 its u.s. subsidiary basware , inc. won an order to provide software for contract lifecycle management to an unnamed u.s. medical technology company .",2
aker yards finland will begin using chinese subcontractors at its finnish shipyards .,1
"the mall is part of the baltic pearl development project in the city of st petersburg , where baltic pearl cjsc , a subsidiary of shanghai foreign joint investment company , is developing homes for 35,000 people .",1
"1 p.m. central office of nordea bank 19 3-ya ulitsa yamskogo polya , building 1 telephone  495 777-34-77 ext. 3932 , 3931 03.02.2011 unimilk - egm 03-04 .02.2011 xvi international business-summit food business russia 2011 will take place .",1
the purchase sum is about eur 10mn us$ 12.97 mn .,1
finnish metal components supplier componenta oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,2
"tekla provides 3d software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",1
"4 february 2011 - finnish broadband data communication systems provider teleste oyj hel  tlt1v said wednesday its net profit rocketed to eur4 .8 m in 2010 from eur416 ,000 in 2009 and it lifted its dividend proposal .",2
"aug. 17 , 2010  curbed delivered by newstex  -- and now , the latest from racked , covering shopping and retail from the sidewalks up .",1
"finnish plumbing and heating systems supplier uponor s net sales in continuing business operations decreased to eur 249.1 mn in july-september 2008 , compared to eur 262.1 mn in the third quarter of 2007 .",0
the met is located in the central business district  cbd  of bangkok .,1
"says brian burton , head of it security , vodafone uk .",1
"the contract also includes cutting and edging wagon parts at ruukki s steel service centres in seinajoki and raahe , both in southwestern finland , from where they will be delivered to vr for welding and assembly .",1
- net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,0
"goodwill and other intangible assets account for some 2.0 mln euro  $ 2.6 mln  of the purchase price , 20 pct of which payable in aspo shares .",1
"the platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal .",1
"the industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for web-based service to your wireless handset ,  he wrote .",1
sanoma magazines international will invite other shareholders holding approximately 15 % of the shares to sell their shares .,1
the actions are expected to deliver annual cost savings of some eur15-20m .,2
the sellers were eoss innovationsmanagement and a group of private individuals .,1
bovine slaughtering and cutting at the kuopio facility will be transferred to the kauhajoki slaughterhouse .,1
in q1 2010 18 may 2010 - finnish electrical components maker salcomp oy  hel  sal1v  said today it turned to a net profit of eur1 .6 m in the first quarter of 2010 versus a loss of eur2m in the corresponding period last year .,2
"depending on the market situation , such projects are sold after 1 to 3 years after completion .",1
"the inventors are ridge justin , bao yiliang and karczewicz marta .",1
"the port facilities  throughput is 250,000 teus and 7.5 mln tons of general cargo .",1
operating profit fell to eur 20.3 mn from eur 74.2 mn in the second quarter of 2008 .,0
valga lihatoostus markets its products under the maks  moorits trademark .,1
"finnish sampo-rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",1
teleste was set up in 1954 and is divided into broadband cable networks and video networks business areas .,1
also the development of online businesses will continue .,1
"according to sweden s minister for local government and financial markets , mats odell , the decision to sell the state s shares in telecom group teliasonera can only be carried out in cooperation with the state of finland .",1
"founded in 1923 , finnair is one of the world s oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",1
"sanoma also has an executive committee , in accordance with the company s articles of association , that prepares proposals for matters to be decided or noted by the board of directors .",1
"a helsinki  eliiv today reported eps of eur1 .13 for 2009 , an increase over eps of eur1 .12 in 2008 .",2
"the final price will be specified by 14 may 2010 , the acquiring company said .",1
marimekko group s full-year net sales are estimated to increase by about 10 % .,2
"tikkurila , a division of kemira group , controls about 23 % of the russian market in its field and owns st. petersburg paint producer tex. .",1
"for the first nine months of 2010 , talvivaara s net loss narrowed to eur 8.3 million from eur 21.9 million for the same period of 2009 .",2
this will bring cost savings of about eur 3mn a year .,2
uponor improved its performance in spite of the decrease in residential construction in the us .,2
diluted earnings per share  eps  stood at eur 0.25 versus eur 0.42 .,0
"in the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",1
"sanoma is a buyer not a target ,  he said .",1
"the business units of the investlesprom group cover the full forest industry chain , and the group owns forests , sawmills , paper and pulp mills , and other processing plants .",1
the deal is subject to approval by the norwegian competition authorities .,1
their offering also covers localisation services related to production transfer to the finnish company s customers that already have production in asian market or have made the decision to transfer production there .,1
glaston s net profit for the third quarter of 2007 dropped to 2.4 mln euro  $ 3.5 mln  from 3.5 mln euro  $ 5.1 mln  for the corresponding period of 2006 .,0
"both operating profit and net sales for the three-month period increased , respectively from eur16 .0 m and eur139m , as compared to the corresponding quarter in 2006 .",2
"the board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",1
scanfil has also issued a profit warning .,0
in the meantime the ceo s duties will be assumed by outotec s deputy ceo seppo rantakari .,1
shares will be acquired in accordance with section 5 of the rules of nasdaq omx helsinki and other rules applicable to the acquisition of own shares .,1
"in the baltic countries , sales fell by 40.2 % , and in russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",0
the number of customers is one of the most important parameters in determining the price of electricity networks .,1
no changes in media activity were seen in october compared with september .,1
the expanded company will continue to be called newpage .,1
"the number of collection errors fell considerably , and operations speeded up .",2
"adjustment to the fall in price level , in contrast , has been less effective .",0
aspo has also investigated the sales opportunities of kaukomarkkinat s electronics business .,1
london marketwatch -- nokia nok said it s won a five-year services contract to run hutchison essar s network operations in nine locations in india .,2
profit before taxes decreased to eur 31.6 mn from eur 50.0 mn the year before .,0
revenue in the quarter fell 8 percent to  euro  2.4 billion compared to a year earlier .,0
the loss for the third quarter of 2007 was eur 0.3 mn smaller than the loss of the second quarter of 2007 .,2
"complete name of shareholder  otto henrik bernhard nyberg for further information , please contact maija-liisa friman , ceo , tel. +358 9 7597 0711 .",1
finnair s total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,0
"in december alone , the members of the lithuanian brewers  association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in december 2004 .",2
with this appointment kaupthing bank aims to further co-ordinate capital markets activities within the group and to improve the overall service to clients .,2
"nordea s definitely too big for sampo to acquire ,  said an analyst  but sampo would appear to have an agenda for nordea ahead of the privatisation .",1
"according to gran , the company has no plans to move all production to russia , although that is where the company is growing .",1
the net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,0
"earlier today , geberit s finnish rival uponor oyj cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in germany and the us , as well as currency factors .",0
"she will succeed krister kylas , who has decided to leave teliasonera .",1
"helsinki  afx  - nokian tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",2
the contract is worth some eur 1 million .,1
the transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,1
"in lithuania , operating profit rose to eur 190,000 from eur 70,000 in the corresponding period in 2005 .",2
"changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the kauhava plant , according to the company .",0
we could be there .,1
the transaction is expected to be completed next spring .,1
"finnish financial software solutions developer basware oyj said its net profit fell to 884,000 euro  $ 1.2 mln  for the first quarter of 2007 from 2.0 mln euro  $ 2.7 mln  a year earlier .",0
"the finnish national carrier said net loss in april through june was euro26 million , down from a net profit of euro13 million a year earlier .",0
market share decreased on the route between helsinki in finland and tallinn in estonia by 0.1 percentage points to 24.8 % .,0
"operating profit totalled eur 0.4 mn , up from an operating loss of eur 0.8 mn year-on-year .",2
"scopi chief business excellence officer , eng .",1
vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,1
the value of this kind of order amounts usually between euro 2 and 3 million .,1
"finnish investment group panostaja oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended october 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",2
"alexandria , va. , march 15 -- jaakko vilo of turku , finland , has developed a panel press .",1
"the annual report contains the financial statements , the consolidated financial statements , the report by the board of directors and the auditor s report .",1
"the omx helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",0
finnish retail software developer aldata solution oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,0
"the decision will have to be made whether the group agrees to the import of estonian meat and meat products to finland , the paper added .",1
"eps for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",2
this corrensponds to 4.628 percent of okmetic s share capital and voting rights .,1
"tecnotree s convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",1
"revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",0
the government has instead proposed an exchange of the state s stake in lmt to teliasonera s stake in lattelecom .,1
"bilfinger investors cheered the agreement , pushing shares up 7 % , or  euro  3.30 , to  euro  50.29 , in afternoon trade .",2
"altogether capman employs approximately 150 people in helsinki , stockholm , copenhagen , oslo , moscow and luxembourg .",1
"addus  services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",1
the size of a cider bottle will remain unchanged .,1
finnish forest machinery manufacturer ponsse s net sales grew to eur 51.3 mn in the first quarter of 2010 from eur 37.5 mn in the corresponding period in 2009 .,2
"eq bank forecasts olvi s net sales at eur 67mn in the second quarter of 2009 , and operating profit at eur 6.4 mn .",1
sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,0
this organization will assume the responsibility for operations in russia .,1
cargotec will also move hallberg-ivarsson s service and installation business under the same roof with its service center for kalmar and macgregor solutions in gothenburg .,1
the value of the deal has not been disclosed .,1
"the division also includes joint sales , marketing and controlling functions for these units .",1
operating profit rose to 22.1 mln eur from 19.9 mln .,2
delivery is expected to take place later this month .,1
capitex kalmar will continue to be responsible for the maintenance and technical development of the services .,1
"payment for acquired shares will be made in cash , and the price per share will be eur 1 plus an administration fee .",1
eur 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .,1
the site will cover over six hectares .,1
market data and analytics are derived from primary and secondary research .,1
"the company has the poser , who wants to impress people with the latest handset .",1
"oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .",1
"product coverage  baked goods  biscuits  breakfast cereals data coverage  market sizes historic and forecasts , company shares , brand shares and distribution data .",1
"the total restructuring costs are expected to be about eur 30mn , of which eur 13.5 mn was booked in december 2008 .",1
we are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead .,2
the company slipped to an operating loss of eur 2.6 million from a profit of eur 1.3 million .,0
"basware corporation stock exchange release august 31 , 2010 at 1625 basware signed a large deal with an international industrial group basware will deliver invoice automation solution and connectivity services to an international industrial group .",2
finnish kci konecranes has been awarded an order for four hot metal ladle cranes by indian steel producer bhushan steel  strips to be delivered in 2007 .,2
sports equipment sales also progressed well owing to the prolonged winter season .,2
"return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",2
the order includes 48 ship cranes that will be delivered for 12 container feeders to be built at wenchong shipyard in china .,1
"stockmann plc company announcement february 20 , 2007 , at 13.40 an annual summary of stockmann s stock exchange and financial press releases in 2006 is available on the company s website at the address www.stockmann.com .",1
london marketwatch -- share prices ended lower in london monday as a rebound in bank stocks failed to offset broader weakness for the ftse 100 .,0
"qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .",0
the phones are targeted at first time users in growth markets .,1
"panostaja , headquartered in tampere , finland , is an investment company focusing on small and medium-sized finnish companies operating in the traditional industries .",1
"at some point , it will spread also to iran and iraq .",1
the cvs of the proposed members are available for viewing from 12 march 2008 onwards on the internet at www.sampo.comir .,1
"arvo vuorenmaa , the loviisa plant s general manager said the application for the new licence was a  standard  procedure and that he was  quite confident  about approval being granted .",2
rapala vmc corporation  rapala  is a finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,1
"operating loss totalled eur 0.9 mn , down from a profit of eur 2.7 mn .",0
"tiimari , the finnish retailer , reported to have geenrated quarterly revenues totalling eur 1.3 mn in the 4th quarter 2009 , up from eur 0.3 mn loss in 2008 .",2
"the first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in november 2008 .",1
"mformation and nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .",2
the company says the measures are no longer needed .,1
"the company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",1
they both will report to oriola-kd s chief executive officer eero hautaniemi .,1
finnish investment group norvestia oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,0
"narrows to eur2 .8 m 9-mo 09 29 october 2009 - finnish software and hardware developer elektrobit oyj hel  ebg1v , or eb , said today that its net loss narrowed to eur2 .8 m for the first nine months of 2009 from eur35 .6 m for the same period a year ago .",2
the combined capital of these funds is expected to be eur 100mn-150mn .,1
diluted earnings per share  eps  rose to eur 1.05 from eur 0.64 .,2
"target company  tieto corporation , business identity code  0101138-5 date of change in holding  22 january 2010 portion of the shares and votes  the current group holding of op-pohjola group central cooperative  opk  is 2982 587 shares , which represents 4.14 % of the shares and voting rights .",1
"finnish financial group aktia reports operating profit of eur 44.4 mn in january-september 2009 , up from eur 37.3 mn in the corresponding period in 2008 .",2
"the address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",1
"9 september 2010 - finnish stationery and gift retailer tiimari hel  tii1v said today its net sales rose by 2 % year-on-year to eur5 .7 m in august 2010 , driven by growth in finland , while demand in the baltics remained weak .",2
the enterprise value of maritim food as has been determined as approximately eur15m .,1
"meanwhile , alfa owns 25.1 % of megafon through altimo , and 4.99 % of turkcell via an 18.5 % stake in cukurova holding .",1
"3 january 2011 - scandinavian lenders sampo bank  hel  samas  , pohjola bank  hel  poh1s  and svenska handelsbanken  sto  shb a  have provided a eur160m  usd213m  line of credit to lemminkainen oyj  hel  lem1s  , the finnish construction firm said on friday .",1
"the contract includes design , construction , delivery of equipment , installation and commissioning .",1
it is expected to be completed by the end of 2007 .,1
"the company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",2
capital base and capital adequacy measurement is based on approaches under basel ii .,1
"finnish bank pohjola bank plc hel  poh1s said today that it will issue a eur 40 million usd 51.2 m index-linked bond , pohjola tutkimuksen tahdet viii-2010 pohjola research stars viii-2010 , on october 27 , 2010 .",1
the investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,2
the plant is expected to enter commercial operation by mid-2009 .,1
"making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",0
"this location makes the mall a convenient place to shop for consumers from three large residential areas nearby  jaroszowka , wysockiego and zgody .",2
"jp morgan expects that scala will lower nobel biocare s growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",0
the trade is in accordance with the agreement announced on 26 march 2008 .,1
"according to nordic financial group nordea s analyst sami sarkamies , this makes nokia s portfolio competitive again .",2
no planned closing date was provided .,1
"the total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",1
the divested stake represented about 2.7 m shares in okmetic s capital .,1
"the price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",2
"turnover surged to eur61 .8 m from eur47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",2
pretax profit decreased to eur 33.8 mn from eur 40.8 mn in the fourth quarter of 2005 .,0
